Sl_No,CIN,Company_Name,Triggered_By,NCLT_Bench,Defunct,Date_Insolvency_Commencement,Date_Liquidation_Order,Total_Admitted_Claims,Admitted_Claims_FC,Admitted_Claims_OC,No_Resolution_Plans,Highest_Resolution_Value,Liquidation_Flag
2356,U52100MH2007PTC172502,Blossom Grocery & Foods India Private Limited,OC,Mumbai,Yes,2023-06-06,2023-12-06,16.595719099999997,16.1591556,0.4365635,0.0,-,1
2357,U51909WB2012PTC173619,Panchkoti Traders Private Limited,CD,Kolkata,Yes,2022-04-20,2023-11-21,0.0105,0.0,0.0105,0.0,-,1
2358,U52339TN2006PTC061750,Rp Telebuy Skyshop Private Limited,OC,Chennai,Yes,2020-02-14,2023-11-22,38.2255367,0.41895,37.8065867,0.0,-,1
2359,U93000DL2014PTC265146,I-Dzire Hospitality Private Limited,FC,New Delhi,Yes,2021-07-28,2023-12-05,0.5732486,0.0270424,0.5462062,0.0,-,1
2360,U51909WB2008PLC128225,Maxgrow Overseas Ltd.,OC,Kolkata,Yes,2022-05-19,2023-12-20,186.3008388,165.1665316,21.1343072,0.0,-,1
2361,U41000RJ2015PLC056084,Tonk Water Supply Limited,OC,Jaipur,Yes,2022-09-16,2023-12-22,3.0702179,0.0,3.0702179,0.0,-,1
2362,L17000MH1997PLC111406,S K S Textiles Limited,FC,Mumbai,Yes,2022-09-28,2023-12-22,72.64237390000001,72.5998823,0.0424916,1.0,7.4,1
2363,AAO3175,Njoy Blues Llp,OC,Kolkata,Yes,2022-11-29,2023-11-24,1.2987138,0.0,1.2987138,0.0,-,1
2364,U31109GJ1986PTC038908,Tudor India Private Limited*,CD,Ahmedabad,,2023-09-07,2023-09-07,,,,,,1
2365,U72200TG2004PLC044250,Ogene Systems India Limited,FC,Hyderabad,Yes,2022-09-26,2023-04-13,6.7915139,6.7915139,0,0.0,-,1
2366,U24219MH2009PTC192776,Divya Agro Chem Private Limited,OC,Mumbai,Yes,2023-02-24,2023-12-19,16.8851956,12.2949229,4.5902727,0.0,-,1
2367,U51109MH1998PTC295901,Elexir Distributors Private Limited,FC,Mumbai,Yes,2022-03-16,2024-01-01,22.9918774,22.9356911,0.0561863,0.0,-,1
2368,U65993MH2002PTC134916,Glance Investments (India) Private Limited,FC,Mumbai,Yes,2022-07-08,2024-01-08,2.6614323,2.6414323,0.02,0.0,-,1
2369,U15209GA2007PTC005490,Siddharth Natural Food Resources Private Limited,FC,Mumbai,Yes,2023-01-25,2024-01-05,586.0715674,586.0588602,0.0127072,0.0,-,1
2370,U28910PN2011PTC140049,Parte Casters Private Limited,CD,Mumbai,Yes,2017-08-14,2024-01-02,5.83,4.9,0.93,1.0,1.786,1
2371,U51909MH2001PTC133035,Akshata Mercantle Private Limited,OC,Mumbai,Yes,2018-07-23,2024-01-10,1940.4997099,938.2002251,1002.2994848,0.0,-,1
2372,A00000SK2010SKM000849,Bluefern Ventures Private Limited,FC,Guwahati,Yes,2018-12-21,2023-12-19,38.6302841,38.6302841,0,0.0,-,1
2373,L72100MH2007PLC169551,Prabhat Telecoms (India) Limited*,FC,Mumbai,,2019-10-10,2024-01-09,,,,,,1
2374,L18101WB1994PLC063733,Silverton Spinners Limited,FC,Kolkata,Yes,2019-11-08,2024-01-25,383.7430585,382.4862953,1.2567632,0.0,-,1
2375,U80220MH2005PTC157426,Renaissance Education Private Limited ,FC,Mumbai,No,2020-01-10,2023-12-19,6.1142097,6.1142097,0,0.0,-,1
2376,U51505DL1997PTC089785,Aventura Components Private Limited,OC,New Delhi,Yes,2021-03-12,2024-01-05,129.1911128,109.2631544,19.9279584,1.0,1.75,1
2377,U29269GJ2009PTC058708,Intelligent Textile Engineers Private Limited,OC,Ahmedabad,Yes,2021-08-02,2024-01-19,0.5666071,0.0,0.5666071,0.0,-,1
2378,U15122GJ2015PLC081840,Map Refoils India Ltd.,OC,Ahmedabad,Yes,2022-04-04,2024-01-25,219.9140008,212.4372338,7.476767,2.0,48,1
2379,U51109WB1994PTC062352,Deepraj Vinimay Pvt Ltd,FC,Kolkata,Yes,2022-05-10,2023-12-14,86.7396181,86.7396181,0,0.0,-,1
2380,U15500TN2013PTC090649,Gonglu Agro Private Limited,FC,Chennai,No,2022-05-30,2024-01-05,57.7601276,53.552374,4.2077536,1.0,37,1
2381,U31909GJ1994PLC022605,Champion Agro Limited,FC,Ahmedabad,Yes,2022-06-23,2024-01-25,841.0889908,670.2772787,170.8117121,1.0,0.0555,1
2382,U17290GJ2005PTC046386,Dnb Impex Private Limited,OC,Ahmedabad,Yes,2022-07-22,2024-01-25,17.2344498,11.1962054,6.0382444,0.0,-,1
2383,U80302RJ2006PTC022906,Metro Jet Airways Training Private Limited,OC,Jaipur,Yes,2022-08-10,2024-01-15,4.8348852,0.0,4.8348852,0.0,-,1
2384,U27100MH2009PTC192432,Ambica Polad Private Limited,OC,Mumbai,No,2022-10-17,2024-01-10,12.186432,11.7206836,0.4657484,0.0,-,1
2385,U24230GJ2005PLC045642,Kandla Energy And Chemicals Limited,FC,Ahmedabad,Yes,2022-10-21,2024-01-29,1187.5322571,1055.8823952,131.6498619,1.0,1.7,1
2386,U45400TN2010PTC078503,Vrone Energy Private Limited,FC,Chennai,Yes,2022-12-13,2024-01-19,735.9412679000001,722.2783427,13.6629252,0.0,-,1
2387,U99999MH1988PTC045817,Lalit Polyester Private Limited,FC,Mumbai,Yes,2023-01-05,2024-01-11,529.866068,509.4646665,20.4014015,0.0,-,1
2388,U74140DL2007PTC157502,Fds Management Services Private Limited,CD,New Delhi,Yes,2023-01-09,2024-01-03,18.0732859,0.0742177,17.9990682,0.0,-,1
2389,U74900DL2010PTC206035,Crystal Facilities Management Private Limited,FC,New Delhi,Yes,2023-01-19,2024-01-17,15.9937502,15.9937502,0,0.0,-,1
2390,U36911MH2002PTC136637,Starlite Jewels Private Limited,FC,Mumbai,Yes,2023-02-09,2024-01-12,73.0376157,72.9395993,0.0980164,0.0,-,1
2391,U74999MH1996PTC104343,Vintage Comtrade Private Limited,FC,Mumbai,Yes,2023-02-27,2023-12-06,62.1390881,4.0221545,58.1169336,0.0,-,1
2392,U17120TN2010PLC078474,Sri Lakshmi Saraswathi Spintex Limited,FC,Chennai,Yes,2023-06-15,2024-01-19,39.3307414,39.3307414,0,0.0,-,1
2393,U99999MH1994PLC082316,Indo-Krishna Green Field Limited (Ikgfl),CD,Mumbai,Yes,2017-08-18,2024-02-07,6.2363644,6.2363644,0,0.0,-,1
2394,U29309TN1997PTC038806,Nsr Elekemet Private Limited*,FC,Chennai,,2017-11-17,2018-12-18,,,,,,1
2395,L36911MH1986PLC040689,Gitanjali Gems,FC,Mumbai,Yes,2018-10-08,2024-02-07,12558.1647202,12558.1647202,0,0.0,-,1
2396,U45200MH1995PTC087614,Chamber Constructions Private Limited,FC,Mumbai,No,2019-07-16,2024-02-21,134.8864984,118.9394774,15.947021,0.0,-,1
2397,U22219GA1995PTC001914,Borkar Colorpacks Private Limited,OC,Mumbai,Yes,2020-08-31,2024-02-12,51.0160964,37.0747256,13.9413708,0.0,-,1
2398,U51395MP2009PTC021627,Shantan Innovations Private Limited,OC,Indore,Yes,2020-10-23,2024-02-09,4.503892,0.0,4.503892,0.0,-,1
2399,U74900MH2010PTC199727,Enrich Shreya Marine Infrastructures Private Limited,FC,Mumbai,Yes,2021-02-18,2024-02-27,60.1177937,60.1177937,0,0.0,-,1
2400,U72200WB2006PTC111278,Wb Precision Engineering Solutions Private Limited,OC,Kolkata,Yes,2021-03-24,2024-02-09,3.6201664,3.5744116,0.0457548,0.0,-,1
2401,U74999DL2018PTC341332,Superkisan E-Commerce Private Limited,OC,New Delhi,Yes,2021-07-23,2023-11-10,0.5377897,0.0,0.5377897,0.0,-,1
2402,U25206GJ2007PTC050407,Balaji Fiber Reinforce Private Limited,OC,Ahmedabad,Yes,2022-05-11,2024-02-16,66.5138504,29.9587726,36.5550778,2.0,22.92,1
2403,U15312DL1996PLC077680,Shri Vishnu Eatables (India) Ltd.,FC,New Delhi,Yes,2022-06-10,2024-01-16,753.8646091,422.6123082,331.2523009,1.0,0.1,1
2404,U72200TG2013PTC091292,Payism Technologies India Pvt. Ltd.,FC,Hyderabad,Yes,2022-06-17,2024-02-06,0.8741,0.8741,0,0.0,-,1
2405,U01403BR2010PLC016413,Ways Estates Limited,CD,Kolkata,Yes,2022-06-30,2024-01-31,2.7506853,2.7506853,0,0.0,-,1
2406,U24246WB2005PTC101755,Nexus Health & Beauty Care Private Limited,OC,Kolkata,Yes,2022-07-06,2023-12-07,6.750726200000001,1.4762352,5.274491,0.0,-,1
2407,U72900PN2006PTC022056,Ibridge Solutions Private Limited,FC,Mumbai,Yes,2022-08-12,2024-02-01,3.996544,3.9960099,0.0005341,0.0,-,1
2408,U27100TG2009PTC062707,Shree Rangham Ispat Private Limited,FC,Hyderabad,No,2022-09-26,2023-09-29,49.613690000000005,38.0085837,11.6051063,3.0,9.4311,1
2409,U27107ML1999PTC005726,Shree Sai Prakash Alloys Private Limited,FC,Guwahati,Yes,2022-09-30,2024-01-25,119.5844533,119.5844533,0,1.0,11.25,1
2410,U27101ML2001PLC006539,Shree Sai Rolling Mills India Limited,FC,Guwahati,Yes,2022-09-30,2024-01-25,80.64765609999999,76.548532,4.0991241,1.0,21.05,1
2411,U27101ML2001PLC006538,Shree Sai Smelters India Limited,FC,Guwahati,Yes,2022-09-30,2024-01-25,32.0902693,32.0902693,0,1.0,5.6,1
2412,U67120TG2007PLC053474,Kling Enterprises India Limited,CD,Hyderabad,Yes,2022-10-27,2024-02-01,50.1837168,0.0,50.1837168,2.0,0.22,1
2413,U85110KA1994PLC016399,Kpr Silks Limited,CD,Bengaluru,Yes,2022-11-25,2023-12-07,0.2368833,0.2368833,0,0.0,-,1
2414,AAC8670,Drd Gems Llp,OC,Mumbai,No,2022-12-06,2024-02-07,1.6940488,0.0,1.6940488,0.0,-,1
2415,U92120MH2006PLC164541,Planet41 Mobi - Venture Limited,OC,Mumbai,Yes,2022-12-16,2024-02-16,2.525052,0.0,2.525052,0.0,-,1
2416,U27100WB2011PTC166784,Sav Wires Private Limited,FC,Kolkata,Yes,2022-12-16,2024-01-30,184.5714214,182.9669351,1.6044863,0.0,-,1
2417,U27100MH2011PTC215155,Vindhyavasini Steel Corporation Private Limited,FC,Mumbai,Yes,2023-01-20,2024-02-20,443.8042538,443.8042538,0,0.0,-,1
2418,U36911MH2003PTC139746,Adgaonkar Saraf Private Limited,OC,Mumbai,Yes,2023-01-31,2024-02-09,73.4359083,73.4359083,0,0.0,-,1
2419,U34300HR1971PLC005761,Eco Auto Components Limited,CD,Chandigarh,No,2023-02-10,2024-02-01,2.6427224,0.0,2.6427224,0.0,-,1
2420,U45400MH2011PTC223994,Aniirudh Civil Engineers And Contractors Private Limited,OC,Mumbai,Yes,2023-03-03,2024-02-01,87.08649100000001,82.839003,4.247488,0.0,-,1
2421,U17290MH2011PTC224736,United Fortune International Private Limited,FC,Mumbai,Yes,2023-03-17,2023-12-22,72.6223478,72.5773788,0.044969,0.0,-,1
2422,U34999PN1998PLC012981,M. P. Enterprises & Associates Limited,FC,Mumbai,Yes,2023-04-20,2024-02-21,202.5973793,192.9501448,9.6472345,0.0,-,1
2423,U14100MH2017PTC297645,Pjm Minerals And Industries Private Limited,OC,Mumbai,Yes,2023-04-28,2024-01-30,1.8449465,0.0598431,1.7851034,0.0,-,1
2424,U15532TN2016PTC113906,Fipola Retail (India) Private Limited,OC,Chennai,Yes,2023-05-02,2024-02-08,61.0602557,20.7122831,40.3479726,0.0,-,1
2425,U85191PN2008PTC132396,Maharashtra Ayurved Center Private Limited,FC,Mumbai,Yes,2023-06-09,2024-02-22,4.3863593000000005,4.3777913,0.008568,0.0,-,1
2426,U74120MH2013PTC242324,Tanishi Tradewell Private Limited,OC,Mumbai,Yes,2023-06-28,2024-01-29,5.167826,0.0,5.167826,0.0,-,1
2427,U61100AP2005PTC045486,Kaanha Shipping Private Limited,CD,Amaravati,Yes,2023-07-04,2024-02-22,4.1532468,0.0,4.1532468,0.0,-,1
2428,U18209HR2017PTC068856,Langley Apparel India Private Limited,OC,Chandigarh,Yes,2023-07-18,2024-02-05,1.0367967,0.0,1.0367967,0.0,-,1
2429,U27106WB1997PLC082922,Maheswary Ispat Limited*,FC,Kolkata,,2023-12-19,2023-12-19,,,,,,1
2430,L99999MH1984PLC032687,Amar Remedies Limited,CD,Mumbai,Yes,2017-06-16,2024-03-11,867.03,859.01,8.02,2.0,31.59,1
2431,U15311OR1999PTC005852,Maa Durga Flour Mills Private Limited,FC,Cuttack,Yes,2019-09-04,2024-02-28,27.0469737,27.0469737,0,1.0,9.8426,1
2432,U51109MH2011PTC223185,Purvi Metals Private Limited,OC,Mumbai,Yes,2020-02-17,2024-02-23,2.9716388,2.9716388,0,0.0,-,1
2433,U45200TG1997PLC028322,Totem Infrastructure Limited*,FC,Hyderabad,,2021-01-12,2024-02-21,,,,,,1
2434,U45201TN1998PTC040238,Southern Investments Private Limited,OC,Chennai,Yes,2021-03-15,2024-03-01,39.9040304,8.6485222,31.2555082,0.0,-,1
2435,U65923DL2010PTC197855,Micro Stock Holding Pvt. Ltd.,FC,New Delhi,Yes,2022-05-11,2024-03-04,2460.3420715,2460.3420715,0,0.0,-,1
2436,U51103WB2005PTC224117,Tattva Valuers Private Limited,FC,Kolkata,Yes,2022-06-15,2024-03-05,397.5191908,397.5191908,0,0.0,-,1
2437,U51109WB2006PTC110095,Sampurna Suppliers Pvt. Ltd.,FC,Kolkata,Yes,2022-06-27,2024-03-05,12.0099359,11.9004623,0.1094736,0.0,-,1
2438,L24234MH2005PLC158420,R J Bio-Tech Limited,FC,Mumbai,Yes,2022-09-20,2024-02-29,53.6407911,53.5620483,0.0787428,2.0,2.65,1
2439,U74899DL2003PTC119643,T R S Technology Private Limited,FC,New Delhi,Yes,2022-12-16,2024-02-28,473.754418,473.754418,0,0.0,-,1
2440,U70102UP2009PTC038317,Shri Nath Resedenci Private Limited,FC,New Delhi,Yes,2023-01-05,2024-02-16,76.1001442,76.1001442,0,0.0,-,1
2441,U51909DL2019PTC354266,Lagrowth Associates Private Limited,OC,New Delhi,Yes,2023-02-10,2024-03-12,465.5917277,0.0,465.5917277,0.0,-,1
2442,U74120MH2013PTC246280,Debtone Corporate Advisory Private Limited,FC,Mumbai,Yes,2023-03-17,2024-03-01,3.96078,3.96078,0,0.0,-,1
2443,U72900WB2004PLC097712,Abhijeet Integrated Steel Limited,FC,Kolkata,Yes,2023-03-31,2024-03-06,674.0605104,673.3814162,0.6790942,0.0,-,1
2444,U51909WB1996PTC078810,Shradha Agencies Private Limited,FC,Kolkata,Yes,2023-04-13,2024-02-28,80.0577749,70.7467807,9.3109942,0.0,-,1
2445,U27100TG2007PLC056809,Saibhaskar Irons Limited,OC,Hyderabad,Yes,2023-04-24,2024-03-01,4.1447649,0.0,4.1447649,0.0,-,1
2446,U50300RJ2011PTC034231,Nirmal Cars Private Limited,FC,Jaipur,Yes,2023-06-15,2024-02-29,10.4485549,0.5,9.9485549,0.0,-,1
2447,U15500PN2011PLC138494,Danesita Phadnis Food Industries Limited,OC,Mumbai,Yes,2023-06-21,2024-02-23,54.4237856,29.5199096,24.903876,0.0,-,1
2448,U74900MH2008PLC185250,Safintra Roofing (India) Limited,FC,Mumbai,Yes,2023-06-23,2024-03-13,2.8597863,2.4831,0.3766863,0.0,-,1
2449,U70102KA2007PLC044004,Opto Infrrastructure Limited,FC,Bengaluru,Yes,2019-07-25,2024-03-13,256.4187187,255.8345139,0.5842048,0.0,-,1
2450,U33111TN1987PLC014842,Get Power Limited,OC,Chennai,Yes,2019-08-30,2024-03-22,2128.0807837,1820.2135926,307.8671911,1.0,0.2,1
2451,U35303MH1995PTC085048,General Composite Private Limited,FC,Mumbai,Yes,2019-09-03,2024-03-05,14.8588894,12.9210274,1.937862,1.0,1.2,1
2452,U27106PN2008PTC132238,Awate Engineering Private Limited,OC,Mumbai,Yes,2020-03-20,2024-03-05,50.9719931,6.8286763,44.1433168,0.0,-,1
2453,U51909MH2011PTC219281,Shirin Exports Private Limited,OC,Mumbai,Yes,2022-01-03,2024-03-01,0.212616,0.0,0.212616,0.0,-,1
2454,U29221WB2009PTC140096,Bhowanipur Engineering Private Limited,OC,Kolkata,Yes,2022-01-31,2024-03-12,0.2506938,0.2506938,0,0.0,-,1
2455,U40102MH2007PLC172552,Usher Eco Power Ltd.,FC,Mumbai,Yes,2022-06-27,2024-03-12,160.7773546,160.7773546,0,0.0,-,1
2456,U14200ML2008PTC008341,Kuber Khanij Private Limited,FC,Guwahati,Yes,2022-09-09,2024-03-22,4.6313531,4.6313531,0,0.0,-,1
2457,U24412MH1994PTC081486,Mak Glit Chem (India) Private Limited,FC,Mumbai,Yes,2023-01-05,2024-03-05,8.3517237,8.3517237,0,0.0,-,1
2458,U51397KA1995PTC072808,Dentorth India Private Limited,CD,Bengaluru,Yes,2023-01-31,2024-03-13,0.0102585,0.0,0.0102585,0.0,-,1
2459,U25200MH2012PTC227312,9Planets Products Private Limited,CD,Mumbai,No,2023-05-09,2024-03-28,49.500003,47.9773797,1.5226233,0.0,-,1
2460,U25209GJ1981PLC004598,Orient Newsprint Limited,OC,Ahmedabad,Yes,2023-06-19,2024-03-13,2326.2601431,2292.9274831,33.33266,0.0,-,1
2461,U29248WB2007PTC119532,Ganpati Hightech Communication Private Limited,FC,Kolkata,Yes,2023-08-03,2024-03-12,31.150635,31.150635,0,0.0,-,1
2462,U27100WB2009PTC138888,Danla Metaliks Private Limited,FC,Kolkata,Yes,2023-08-25,2024-03-19,8.2658901,8.2658901,0,0.0,-,1
2463,AAL7509,Ashoka Designs Llp,CD,Kolkata,No,2023-11-29,2024-03-12,2.2194625,2.1737333,0.0457292,0.0,-,1
2464,U74999MH2016PTC285170,Fr Tech Innovations Private Limited *,FC,Mumbai,,2019-11-14,2024-03-04,,,,,,1
2465,U18104DL2016PTC309024,Cns Fashion Retail Private Limited,OC,New Delhi,Yes,2023-01-20,2024-03-18,3.4388105,0.15663,3.2821805,0.0,-,1
2466,U45201DL2006PTC145665,Avinash Em Projects Private Limited,OC,New Delhi,Yes,2023-07-13,2024-03-18,138.5117489,134.7475531,3.7641958,0.0,-,1
2467,U15132JH2009PTC002802,Jharkhand Mega Food Park Private Limited,FC,Kolkata,No,2020-01-10,2024-04-03,118.7630895,49.6369395,69.12615,1.0,20.76,1
2468,U19116UP1989PTC011154,Greater Arafat Tanners Private Limited,OC,Allahabad,Yes,2021-12-22,2024-04-01,2.0649019,0.0,2.0649019,0.0,-,1
2469,U45209TG2009PTC065646,Lakshmi Transcon Pvt. Ltd.,OC,Hyderabad,Yes,2022-03-08,2024-03-28,24.3731095,3.385956,20.9871535,1.0,4.429231,1
2470,U51909WB2012PTC173589,Panchshree Dealmark Pvt. Ltd.,CD,Kolkata,Yes,2022-06-07,2024-04-10,0.011,0.0,0.011,0.0,-,1
2471,U51909MH2017PTC302657,Zenil Traders Private Limited,OC,Mumbai,Yes,2022-10-06,2024-04-05,10.096,0.0,10.096,0.0,-,1
2472,U31901WB2006PLC110699,Capital Electronics And Appliances Limited,OC,Kolkata,Yes,2023-01-16,2024-04-09,1.9475569,0.0,1.9475569,0.0,-,1
2473,U24232TG2012PTC083734,Ariston Pharma Nova Tech Private Limited,OC,Hyderabad,No,2023-01-18,2024-04-03,8.446938,5.4177678,3.0291702,1.0,0.7285202,1
2474,U36911DL2005PTC133464,Vee Ess Jewellers Private Limited,FC,New Delhi,Yes,2023-01-24,2023-04-09,454.6728114,152.5054038,302.1674076,0.0,-,1
2475,U99999MH1991PTC064072,Matrushree Export Private Limited,FC,Mumbai,Yes,2023-02-03,2023-11-24,6.9128458,0.0,6.9128458,0.0,-,1
2476,U74120BR2015PTC024533,Yescom India Softech Private Limited,OC,Kolkata,No,2023-05-01,2024-04-09,0.38,0.0,0.38,0.0,-,1
2477,U45202DL1985PLC020056,Manglam Apartments Limited,OC,New Delhi,Yes,2023-06-09,2024-04-15,16.6101521,0.0,16.6101521,0.0,-,1
2478,U50100PB2004PTC027101,Padam Motors Private Limited,FC,Chandigarh,Yes,2023-07-18,2024-04-01,164.5340761,2.8229005,161.7111756,0.0,-,1
2479,U51900MH1996PTC102479,Stainless Works Private Limited,CD,Mumbai,Yes,2023-11-01,2024-04-08,80.3579566,0.0,80.3579566,0.0,-,1
2480,U17115TG2004PLC042890,Sri Lakshmi Kanth Spinners Limited,FC,Hyderabad,Yes,2019-08-01,2024-04-18,198.3463254,189.2472622,9.0990632,0.0,-,1
2481,U19111KA1998PTC024166,Supreme Overseas Exports India Private Limited,FC,Bengaluru,Yes,2022-06-07,2024-04-24,84.8298995,84.3369462,0.4929533,2.0,14.494,1
2482,U74900MH2006PTC161680,Ajs Impex Private Limited ,FC,Kolkata,No,2022-07-15,2024-04-30,348.2885578,338.8036054,9.4849524,1.0,75.12,1
2483,U27100GJ2012PTC071270,Nami Steel Private Limited,FC,Ahmedabad,No,2022-08-16,2024-04-23,180.4522192,139.87979,40.5724292,4.0,41.04,1
2484,U17100GJ2007PTC050851,Baid Industries Private Limited,FC,Ahmedabad,Yes,2022-12-07,2024-04-19,182.052817,141.7970229,40.2557941,3.0,8.51,1
2485,U50300AS2015PTC012130,Sundaram Mahadeo Autoworld Private Limited,FC,Guwahati,No,2023-01-20,2024-04-22,22.325865800000003,17.0155439,5.3103219,2.0,4.65,1
2486,U63012MH1999PLC117964,Geetapuram Port Services Limited,OC,Mumbai,Yes,2023-06-23,2024-04-17,83.1970543,0.0,83.1970543,0.0,-,1
2487,U70102MH1985PLC036047,Oracle Home Textile Limited,FC,Mumbai,Yes,2018-08-09,2024-04-30,113.1714746,80.5582755,32.6131991,0.0,-,1
2488,U52100MH2012PTC236758,A R Coating Solutions India Private Limited ,OC,Mumbai,Yes,2019-09-20,2024-05-21,0.7170115,0.0,0.7170115,0.0,-,1
2489,U74130MH2003PLC143000,Majestic Research Support Services Limited ,FC,Mumbai,Yes,2019-12-17,2024-05-15,15.0519037,15.0519037,0,0.0,-,1
2490,U40108TG2010PTC070093,Solar Semiconductor Energy Systems (India) Private Limited,FC,Hyderabad,Yes,2020-03-19,2024-04-26,4.66079,4.2623876,0.3984024,0.0,-,1
2491,U45201DL2004PLC126075,Nice Projects Limited,OC,New Delhi,No,2021-02-12,2024-04-30,140.0685114,40.3318042,99.7367072,1.0,38.2805587,1
2492,U31900HP2009PTC031028,Intertek Appliances Private Limited*,OC,Chandigarh,,2021-06-18,2024-05-07,,,,,,1
2493,U17299HR2016PTC064269,Rbt Private Limited,OC,Chandigarh,Yes,2021-06-18,2024-05-15,39.6532862,14.5491157,25.1041705,0.0,-,1
2494,U85190WB2008PTC127172,Concept Biosciences India Private Limited,OC,Kolkata,Yes,2022-04-01,2024-05-14,1.850816,0.0,1.850816,0.0,-,1
2495,U51900MH1981PLC024687,Makalu Trading Ltd.,OC,Mumbai,No,2022-04-05,2024-05-08,1113.6585984,625.4784697,488.1801287,1.0,6.38,1
2496,U01222WB1973PLC029137,Arambagh Hatcheries Ltd,FC,Kolkata,Yes,2022-05-13,2024-05-01,1282.6386403,1218.5726826,64.0659577,0.0,-,1
2497,U63090DL2006PTC152804,Lark Logistics Private Limited,OC,New Delhi,Yes,2022-06-20,2024-05-14,10.9469751,8.1766611,2.770314,0.0,-,1
2498,U51909MH2012PTC237541,Greenleaf Commerce Private Limited,FC,Mumbai,Yes,2022-11-25,2024-05-16,7.48,7.48,0,0.0,-,1
2499,U74140HR2015PTC056243,Hambro Tech India Private Limited,OC,Chandigarh,Yes,2022-12-06,2024-05-15,2.4423506,0.8726982,1.5696524,0.0,-,1
2500,U50300PN2010PTC137716,National Auto Wheels Private Limited,FC,Mumbai,Yes,2022-12-13,2024-05-16,11.3053858,11.3053858,0,0.0,-,1
2501,U34103TG2008PTC060254,Talwar Cars Private Limited,FC,Hyderabad,Yes,2023-01-09,2024-04-25,5.2182279000000005,4.981042,0.2371859,0.0,-,1
2502,U51909WB2010PTC149444,Kundan Suppliers Private Limited,FC,Kolkata,Yes,2023-01-11,2024-05-02,1.3739399,1.3739399,0,0.0,-,1
2503,U45400MH2012PTC235836,Vindhyavasini Toll Infrastructure Private Limited,FC,Mumbai,Yes,2023-02-09,2024-04-30,310.8244715,310.8244715,0,0.0,-,1
2504,U18202MH2012PTC229892,Vyva Apparels (India) Private Limited,FC,Mumbai,Yes,2023-02-17,2024-04-29,69.7020869,67.7866698,1.9154171,0.0,-,1
2505,L74120GJ2015PLC084071,Sintex Plastics Technology Limited,FC,Ahmedabad,Yes,2023-02-21,2024-05-03,207.7242085,193.2918927,14.4323158,3.0,8,1
2506,U51505MH2008PTC182777,Creaative Powertech Private Limited,FC,Mumbai,Yes,2023-04-12,2024-05-16,12.6621916,10.4693767,2.1928149,1.0,1.26,1
2507,U32106WB1982PLC034865,Basant Marketing Limited,FC,Kolkata,Yes,2023-04-24,2024-05-14,295.29657330000003,27.85,267.4465733,0.0,-,1
2508,U74900MH2011PTC217850,Edge Brand Architects (India) Private Limited,CD,Mumbai,Yes,2023-05-09,2024-04-24,2.0766478,1.9359064,0.1407414,0.0,-,1
2509,U27109GJ1996PTC029158,Savalia Cotton Ginning & Pressing Private Limited,FC,Ahmedabad,Yes,2023-07-31,2024-05-15,55.022131,43.5388371,11.4832939,0.0,-,1
2510,U45201MH2002PTC134760,Rite Developers Private Limited,FC,Mumbai,No,2023-08-25,2024-04-29,1512.9148499,1498.2425543,14.6722956,0.0,-,1
2511,U93030MH2011PTC223158,Transtreasure Services (India) Private Limited,OC,Mumbai,Yes,2023-08-07,2024-05-21,103.5820378,0.0,103.5820378,1.0,0.5,1
2512,U26914GJ2008PTC053514,Kavan Cotton Private Limited,FC,Ahmedabad,Yes,2023-09-11,2024-04-29,29.4854817,1.6512997,27.834182,0.0,-,1
2513,U17111GJ2014PTC078412,Raghuvanshi Industries Private Limited,OC,Ahmedabad,Yes,2023-09-19,2024-04-29,49.4415287,0.3035704,49.1379583,0.0,-,1
2514,U17200MH2008PTC187167,Kohinoor Ginning And Pressing Private Limited,FC,Mumbai,Yes,2023-11-02,2024-05-02,33.9843103,31.7689724,2.2153379,0.0,-,1
2515,U72200GJ2000PLC037595,Dcom Systems Limited,FC,Ahmedabad,Yes,2024-01-17,2024-05-15,1976.7539433,1975.3814317,1.3725116,0.0,-,1
2516,U27109TG1990PLC012004,Shivaani Alloy Steel Castings Limited,CD,Hyderabad,Yes,2019-04-24,2024-06-13,53.482857,47.8728175,5.6100395,1.0,8.1,1
2517,U25203MH2012PTC230352,Grl Tires Private Limited,OC,Mumbai,Yes,2019-11-20,2024-06-07,15.2263419,15.2263419,0,0.0,-,1
2518,U01403WB2011PTC171550,Goouksheer Farm Fresh Private Limited ,FC,Kolkata,No,2019-12-13,2024-06-05,0.6840248999999999,0.6580505,0.0259744,0.0,-,1
2519,AAA1043,Royaloak Furniture  India Llp,CD,Bengaluru,Yes,2021-04-08,2024-06-20,121.252996,0.0518921,121.2011039,0.0,-,1
2520,U40101HR2005PLC084411,Avantha Power & Infrastructure Limited,FC,Ahmedabad,No,2021-08-16,2024-06-14,2140.2486562000004,2139.3787458,0.8699104,0.0,-,1
2521,U40109AP2002PLC038483,Mata Energy Limited,FC,Hyderabad,Yes,2022-03-04,2024-05-31,116.258301,116.258301,0,1.0,4,1
2522,U74900WB2014PTC204686,Dev R Nil Design Private Limited,OC,Kolkata,No,2022-03-22,2024-06-11,1.4484429,0.7187213,0.7297216,1.0,0.849735,1
2523,U36911DL1999PTC101178,Badri Sarraf Jewels Private Limited,OC,New Delhi,Yes,2022-05-20,2024-05-03,0.2689715,0.0,0.2689715,0.0,-,1
